timestamp,open,high,low,close,volume,symbol,source
2021-02-08 22:30:00+00:00,1714.6,1723.41,1708.32,1723.05,16300.129,ETHUSDT,archive_monthly
2021-02-08 22:45:00+00:00,1723.05,1724.82,1716.0,1719.79,19019.015,ETHUSDT,archive_monthly
2021-02-08 23:00:00+00:00,1719.76,1722.67,1710.69,1722.35,27765.682,ETHUSDT,archive_monthly
2021-02-08 23:15:00+00:00,1722.32,1753.49,1722.11,1741.12,84952.145,ETHUSDT,archive_monthly
2021-02-08 23:30:00+00:00,1741.34,1758.7,1732.09,1745.14,63973.461,ETHUSDT,archive_monthly
2021-02-08 23:45:00+00:00,1745.25,1758.99,1736.23,1755.61,50962.925,ETHUSDT,archive_monthly
2021-02-09 00:00:00+00:00,1755.6,1777.0,1745.3,1747.18,110112.603,ETHUSDT,archive_monthly
2021-02-09 00:15:00+00:00,1747.13,1752.64,1738.32,1744.72,40655.537,ETHUSDT,archive_monthly
2021-02-09 00:30:00+00:00,1744.72,1767.03,1744.7,1766.96,41191.091,ETHUSDT,archive_monthly
2021-02-09 00:45:00+00:00,1766.96,1769.43,1751.36,1758.87,31769.184,ETHUSDT,archive_monthly
2021-02-09 01:00:00+00:00,1758.87,1758.96,1745.42,1751.42,24732.672,ETHUSDT,archive_monthly
2021-02-09 01:15:00+00:00,1751.41,1753.09,1734.03,1736.7,25892.146,ETHUSDT,archive_monthly
2021-02-09 01:30:00+00:00,1736.76,1743.15,1732.06,1739.69,25464.569,ETHUSDT,archive_monthly
2021-02-09 01:45:00+00:00,1739.69,1743.72,1734.0,1739.9,16388.469,ETHUSDT,archive_monthly
2021-02-09 02:00:00+00:00,1739.9,1740.0,1713.2,1728.82,51618.871,ETHUSDT,archive_monthly
2021-02-09 02:15:00+00:00,1728.82,1735.79,1727.51,1730.61,18844.072,ETHUSDT,archive_monthly
2021-02-09 02:30:00+00:00,1730.67,1737.92,1728.45,1733.05,14612.44,ETHUSDT,archive_monthly
2021-02-09 02:45:00+00:00,1733.06,1737.1,1723.54,1728.18,22427.187,ETHUSDT,archive_monthly
2021-02-09 03:00:00+00:00,1728.18,1728.18,1715.1,1724.07,25328.565,ETHUSDT,archive_monthly
2021-02-09 03:15:00+00:00,1723.98,1738.99,1722.77,1733.19,21425.524,ETHUSDT,archive_monthly
2021-02-09 03:30:00+00:00,1733.29,1741.97,1731.66,1738.73,21348.147,ETHUSDT,archive_monthly
2021-02-09 03:45:00+00:00,1738.72,1741.37,1734.53,1738.89,15339.053,ETHUSDT,archive_monthly
2021-02-09 04:00:00+00:00,1739.07,1741.0,1731.39,1733.43,25064.451,ETHUSDT,archive_monthly
2021-02-09 04:15:00+00:00,1733.42,1753.06,1731.39,1750.54,27231.434,ETHUSDT,archive_monthly
2021-02-09 04:30:00+00:00,1750.54,1755.0,1741.05,1746.78,20294.828,ETHUSDT,archive_monthly
2021-02-09 04:45:00+00:00,1746.91,1749.23,1736.66,1740.96,17705.721,ETHUSDT,archive_monthly
2021-02-09 05:00:00+00:00,1740.96,1749.24,1739.43,1747.71,14332.848,ETHUSDT,archive_monthly
2021-02-09 05:15:00+00:00,1747.36,1749.28,1744.59,1749.28,7079.248,ETHUSDT,archive_monthly
2021-02-09 05:30:00+00:00,1749.28,1749.99,1732.24,1735.21,20721.006,ETHUSDT,archive_monthly
2021-02-09 05:45:00+00:00,1735.23,1753.25,1735.15,1746.64,24245.418,ETHUSDT,archive_monthly
2021-02-09 06:00:00+00:00,1746.63,1747.33,1734.69,1740.33,24356.565,ETHUSDT,archive_monthly
2021-02-09 06:15:00+00:00,1740.32,1750.0,1738.82,1745.99,21114.255,ETHUSDT,archive_monthly
2021-02-09 06:30:00+00:00,1746.0,1751.71,1737.79,1751.71,33046.535,ETHUSDT,archive_monthly
2021-02-09 06:45:00+00:00,1751.71,1775.0,1748.41,1774.64,64237.711,ETHUSDT,archive_monthly
2021-02-09 07:00:00+00:00,1774.56,1776.0,1751.23,1762.32,52429.009,ETHUSDT,archive_monthly
2021-02-09 07:15:00+00:00,1762.38,1766.09,1754.26,1755.72,27545.724,ETHUSDT,archive_monthly
2021-02-09 07:30:00+00:00,1755.72,1759.0,1744.78,1752.34,32915.274,ETHUSDT,archive_monthly
2021-02-09 07:45:00+00:00,1752.35,1758.22,1748.18,1754.21,20482.327,ETHUSDT,archive_monthly
2021-02-09 08:00:00+00:00,1753.81,1806.63,1753.81,1805.8,147087.159,ETHUSDT,archive_monthly
2021-02-09 08:15:00+00:00,1805.73,1820.04,1786.07,1820.0,114487.562,ETHUSDT,archive_monthly
2021-02-09 08:30:00+00:00,1820.0,1820.17,1798.41,1804.27,73141.671,ETHUSDT,archive_monthly
2021-02-09 08:45:00+00:00,1804.23,1815.08,1803.82,1809.0,33069.79,ETHUSDT,archive_monthly
2021-02-09 09:00:00+00:00,1809.0,1830.47,1807.94,1819.04,67022.483,ETHUSDT,archive_monthly
2021-02-09 09:15:00+00:00,1819.04,1824.0,1808.0,1808.38,38758.478,ETHUSDT,archive_monthly
2021-02-09 09:30:00+00:00,1808.38,1812.73,1763.41,1766.44,115986.675,ETHUSDT,archive_monthly
2021-02-09 09:45:00+00:00,1766.75,1785.52,1766.6,1779.43,49623.408,ETHUSDT,archive_monthly
2021-02-09 10:00:00+00:00,1779.43,1783.65,1755.44,1768.95,60537.902,ETHUSDT,archive_monthly
2021-02-09 10:15:00+00:00,1768.88,1782.54,1763.59,1768.35,32868.219,ETHUSDT,archive_monthly
2021-02-09 10:30:00+00:00,1768.37,1774.31,1763.37,1767.97,22874.191,ETHUSDT,archive_monthly
2021-02-09 10:45:00+00:00,1768.16,1770.99,1727.96,1738.22,98282.768,ETHUSDT,archive_monthly
2021-02-09 11:00:00+00:00,1738.02,1753.74,1736.44,1746.35,50498.466,ETHUSDT,archive_monthly
2021-02-09 11:15:00+00:00,1746.35,1755.84,1739.02,1751.92,32805.945,ETHUSDT,archive_monthly
2021-02-09 11:30:00+00:00,1751.92,1765.21,1751.3,1760.99,36873.033,ETHUSDT,archive_monthly
2021-02-09 11:45:00+00:00,1760.99,1760.99,1751.47,1758.51,22937.318,ETHUSDT,archive_monthly
2021-02-09 12:00:00+00:00,1758.48,1768.75,1745.96,1764.66,54499.29,ETHUSDT,archive_monthly
2021-02-09 12:15:00+00:00,1764.6,1773.69,1756.51,1762.44,36016.188,ETHUSDT,archive_monthly
2021-02-09 12:30:00+00:00,1762.45,1762.47,1748.0,1748.57,27563.248,ETHUSDT,archive_monthly
2021-02-09 12:45:00+00:00,1748.56,1753.6,1725.0,1733.79,89973.813,ETHUSDT,archive_monthly
2021-02-09 13:00:00+00:00,1733.79,1735.78,1717.3,1731.88,62353.258,ETHUSDT,archive_monthly
2021-02-09 13:15:00+00:00,1731.88,1740.0,1719.22,1724.1,41673.851,ETHUSDT,archive_monthly
2021-02-09 13:30:00+00:00,1724.25,1743.51,1719.05,1733.13,60163.434,ETHUSDT,archive_monthly
2021-02-09 13:45:00+00:00,1733.12,1746.4,1731.9,1743.08,25435.259,ETHUSDT,archive_monthly
2021-02-09 14:00:00+00:00,1743.07,1745.0,1738.0,1741.48,17859.794,ETHUSDT,archive_monthly
2021-02-09 14:15:00+00:00,1741.4,1750.39,1735.27,1742.37,29931.035,ETHUSDT,archive_monthly
2021-02-09 14:30:00+00:00,1742.37,1749.99,1738.64,1743.31,16304.76,ETHUSDT,archive_monthly
2021-02-09 14:45:00+00:00,1743.37,1760.89,1740.0,1760.23,29696.008,ETHUSDT,archive_monthly
2021-02-09 15:00:00+00:00,1760.23,1760.85,1749.22,1750.27,26443.76,ETHUSDT,archive_monthly
2021-02-09 15:15:00+00:00,1750.28,1761.0,1743.88,1750.27,35015.611,ETHUSDT,archive_monthly
2021-02-09 15:30:00+00:00,1750.33,1754.82,1749.02,1751.52,19272.367,ETHUSDT,archive_monthly
2021-02-09 15:45:00+00:00,1751.37,1753.11,1747.0,1751.09,21244.15,ETHUSDT,archive_monthly
2021-02-09 16:00:00+00:00,1751.1,1765.0,1740.56,1746.24,79773.005,ETHUSDT,archive_monthly
2021-02-09 16:15:00+00:00,1746.24,1746.36,1721.93,1734.0,71391.888,ETHUSDT,archive_monthly
2021-02-09 16:30:00+00:00,1733.99,1755.71,1731.71,1750.39,51275.68,ETHUSDT,archive_monthly
2021-02-09 16:45:00+00:00,1750.39,1754.97,1734.05,1736.78,36047.455,ETHUSDT,archive_monthly
2021-02-09 17:00:00+00:00,1736.66,1750.6,1736.39,1750.55,19665.308,ETHUSDT,archive_monthly
2021-02-09 17:15:00+00:00,1750.54,1751.13,1739.32,1741.76,19008.29,ETHUSDT,archive_monthly
2021-02-09 17:30:00+00:00,1741.76,1742.76,1734.1,1738.26,22800.596,ETHUSDT,archive_monthly
2021-02-09 17:45:00+00:00,1738.26,1745.55,1737.38,1744.33,14335.519,ETHUSDT,archive_monthly
2021-02-09 18:00:00+00:00,1744.34,1752.0,1739.39,1748.51,20372.317,ETHUSDT,archive_monthly
2021-02-09 18:15:00+00:00,1748.51,1749.68,1743.0,1747.58,14806.018,ETHUSDT,archive_monthly
2021-02-09 18:30:00+00:00,1747.58,1761.43,1746.67,1753.0,32347.831,ETHUSDT,archive_monthly
2021-02-09 18:45:00+00:00,1753.01,1757.53,1750.0,1754.75,14423.78,ETHUSDT,archive_monthly
2021-02-09 19:00:00+00:00,1754.74,1760.18,1750.7,1751.41,16519.597,ETHUSDT,archive_monthly
2021-02-09 19:15:00+00:00,1751.53,1757.73,1750.0,1751.01,12692.827,ETHUSDT,archive_monthly
2021-02-09 19:30:00+00:00,1751.01,1757.49,1746.61,1757.06,15157.194,ETHUSDT,archive_monthly
2021-02-09 19:45:00+00:00,1757.0,1778.0,1755.8,1778.0,37699.011,ETHUSDT,archive_monthly
2021-02-09 20:00:00+00:00,1777.99,1796.16,1770.44,1795.64,60629.809,ETHUSDT,archive_monthly
2021-02-09 20:15:00+00:00,1795.86,1797.56,1780.36,1783.0,40713.338,ETHUSDT,archive_monthly
2021-02-09 20:30:00+00:00,1783.1,1785.68,1775.23,1783.75,24469.385,ETHUSDT,archive_monthly
2021-02-09 20:45:00+00:00,1783.43,1786.9,1767.82,1768.85,34531.526,ETHUSDT,archive_monthly
2021-02-09 21:00:00+00:00,1768.84,1773.0,1765.0,1771.51,23570.799,ETHUSDT,archive_monthly
2021-02-09 21:15:00+00:00,1771.51,1775.99,1770.0,1775.94,14721.038,ETHUSDT,archive_monthly
2021-02-09 21:30:00+00:00,1775.94,1775.95,1761.11,1771.14,22263.028,ETHUSDT,archive_monthly
2021-02-09 21:45:00+00:00,1771.15,1772.85,1767.57,1770.48,9941.989,ETHUSDT,archive_monthly
2021-02-09 22:00:00+00:00,1770.49,1770.49,1753.33,1762.72,29849.514,ETHUSDT,archive_monthly
2021-02-09 22:15:00+00:00,1762.73,1764.48,1757.46,1762.78,10656.416,ETHUSDT,archive_monthly
2021-02-09 22:30:00+00:00,1762.79,1765.9,1760.57,1761.9,9851.297,ETHUSDT,archive_monthly
2021-02-09 22:45:00+00:00,1761.89,1768.2,1759.68,1767.11,11617.634,ETHUSDT,archive_monthly
2021-02-09 23:00:00+00:00,1767.11,1769.87,1749.09,1750.22,22198.729,ETHUSDT,archive_monthly
2021-02-09 23:15:00+00:00,1750.5,1770.0,1749.86,1769.59,19804.406,ETHUSDT,archive_monthly
2021-02-09 23:30:00+00:00,1769.6,1779.99,1767.21,1774.77,23890.505,ETHUSDT,archive_monthly
2021-02-09 23:45:00+00:00,1774.77,1776.2,1766.16,1770.79,21156.684,ETHUSDT,archive_monthly
2021-02-10 00:00:00+00:00,1770.99,1780.0,1761.0,1764.23,33619.212,ETHUSDT,archive_monthly
2021-02-10 00:15:00+00:00,1764.23,1783.25,1762.81,1781.69,17455.808,ETHUSDT,archive_monthly
2021-02-10 00:30:00+00:00,1781.69,1793.63,1775.76,1787.81,33442.77,ETHUSDT,archive_monthly
2021-02-10 00:45:00+00:00,1787.82,1800.0,1784.3,1789.43,36831.814,ETHUSDT,archive_monthly
2021-02-10 01:00:00+00:00,1789.43,1795.79,1784.02,1788.86,25591.055,ETHUSDT,archive_monthly
2021-02-10 01:15:00+00:00,1788.87,1795.0,1783.08,1786.25,21413.16,ETHUSDT,archive_monthly
2021-02-10 01:30:00+00:00,1786.14,1791.91,1784.54,1790.45,15813.717,ETHUSDT,archive_monthly
2021-02-10 01:45:00+00:00,1790.45,1811.0,1785.01,1809.37,42929.35,ETHUSDT,archive_monthly
2021-02-10 02:00:00+00:00,1809.37,1820.0,1801.0,1816.28,40945.239,ETHUSDT,archive_monthly
2021-02-10 02:15:00+00:00,1816.28,1825.0,1812.83,1817.47,35058.154,ETHUSDT,archive_monthly
2021-02-10 02:30:00+00:00,1817.42,1827.66,1809.76,1823.85,34235.939,ETHUSDT,archive_monthly
2021-02-10 02:45:00+00:00,1823.85,1832.4,1812.45,1814.81,37866.01,ETHUSDT,archive_monthly
2021-02-10 03:00:00+00:00,1814.81,1822.21,1802.98,1821.42,38405.153,ETHUSDT,archive_monthly
2021-02-10 03:15:00+00:00,1821.4,1830.0,1814.42,1816.24,27422.112,ETHUSDT,archive_monthly
2021-02-10 03:30:00+00:00,1816.06,1816.48,1805.82,1809.34,23243.565,ETHUSDT,archive_monthly
2021-02-10 03:45:00+00:00,1809.33,1817.98,1805.56,1815.08,17866.262,ETHUSDT,archive_monthly
2021-02-10 04:00:00+00:00,1815.08,1819.51,1771.49,1771.97,90076.206,ETHUSDT,archive_monthly
2021-02-10 04:15:00+00:00,1771.96,1787.54,1771.0,1785.66,42006.409,ETHUSDT,archive_monthly
2021-02-10 04:30:00+00:00,1785.65,1791.52,1785.03,1788.62,15356.056,ETHUSDT,archive_monthly
2021-02-10 04:45:00+00:00,1788.61,1792.0,1787.5,1791.28,12383.708,ETHUSDT,archive_monthly
2021-02-10 05:00:00+00:00,1791.28,1794.72,1786.77,1791.66,14285.194,ETHUSDT,archive_monthly
2021-02-10 05:15:00+00:00,1791.67,1801.53,1788.5,1795.92,20806.478,ETHUSDT,archive_monthly
2021-02-10 05:30:00+00:00,1795.93,1804.6,1795.27,1800.5,18592.961,ETHUSDT,archive_monthly
2021-02-10 05:45:00+00:00,1800.49,1806.86,1795.79,1801.76,19795.47,ETHUSDT,archive_monthly
2021-02-10 06:00:00+00:00,1801.76,1831.76,1801.76,1820.96,56118.813,ETHUSDT,archive_monthly
2021-02-10 06:15:00+00:00,1820.96,1827.6,1814.63,1817.77,28384.196,ETHUSDT,archive_monthly
2021-02-10 06:30:00+00:00,1817.77,1821.0,1810.2,1811.65,22982.535,ETHUSDT,archive_monthly
2021-02-10 06:45:00+00:00,1811.65,1816.26,1805.27,1806.96,19430.315,ETHUSDT,archive_monthly
2021-02-10 07:00:00+00:00,1806.99,1819.61,1805.0,1813.73,25317.956,ETHUSDT,archive_monthly
2021-02-10 07:15:00+00:00,1813.73,1818.18,1805.8,1814.52,20367.787,ETHUSDT,archive_monthly
2021-02-10 07:30:00+00:00,1814.52,1823.53,1812.77,1821.47,23296.371,ETHUSDT,archive_monthly
2021-02-10 07:45:00+00:00,1821.29,1823.97,1810.28,1816.73,30048.878,ETHUSDT,archive_monthly
2021-02-10 08:00:00+00:00,1816.73,1848.0,1816.67,1830.35,102154.593,ETHUSDT,archive_monthly
2021-02-10 08:15:00+00:00,1830.34,1830.34,1804.0,1814.25,75958.902,ETHUSDT,archive_monthly
2021-02-10 08:30:00+00:00,1814.26,1816.51,1795.19,1807.09,40651.805,ETHUSDT,archive_monthly
2021-02-10 08:45:00+00:00,1807.1,1812.12,1802.38,1810.23,22910.432,ETHUSDT,archive_monthly
2021-02-10 09:00:00+00:00,1810.23,1813.69,1806.37,1812.15,13344.175,ETHUSDT,archive_monthly
2021-02-10 09:15:00+00:00,1812.15,1822.11,1811.28,1819.56,20178.535,ETHUSDT,archive_monthly
2021-02-10 09:30:00+00:00,1819.56,1823.3,1806.42,1808.52,26933.494,ETHUSDT,archive_monthly
2021-02-10 09:45:00+00:00,1808.52,1808.69,1785.0,1796.14,54354.251,ETHUSDT,archive_monthly
2021-02-10 10:00:00+00:00,1796.13,1811.98,1786.31,1811.08,32928.885,ETHUSDT,archive_monthly
2021-02-10 10:15:00+00:00,1811.14,1815.21,1803.12,1804.22,35624.249,ETHUSDT,archive_monthly
2021-02-10 10:30:00+00:00,1804.23,1810.04,1792.51,1800.21,30317.989,ETHUSDT,archive_monthly
2021-02-10 10:45:00+00:00,1800.21,1803.65,1792.74,1798.95,19232.068,ETHUSDT,archive_monthly
2021-02-10 11:00:00+00:00,1798.98,1801.5,1785.0,1789.92,32470.264,ETHUSDT,archive_monthly
2021-02-10 11:15:00+00:00,1789.99,1793.03,1775.16,1782.01,38709.692,ETHUSDT,archive_monthly
2021-02-10 11:30:00+00:00,1782.12,1796.5,1775.0,1793.73,32213.465,ETHUSDT,archive_monthly
2021-02-10 11:45:00+00:00,1793.62,1797.56,1790.79,1796.02,13559.673,ETHUSDT,archive_monthly
2021-02-10 12:00:00+00:00,1796.02,1796.36,1759.72,1768.75,90760.569,ETHUSDT,archive_monthly
2021-02-10 12:15:00+00:00,1768.74,1775.98,1763.1,1767.56,32817.176,ETHUSDT,archive_monthly
2021-02-10 12:30:00+00:00,1767.55,1770.68,1683.08,1721.81,198063.537,ETHUSDT,archive_monthly
2021-02-10 12:45:00+00:00,1721.81,1755.92,1714.31,1746.37,87052.31,ETHUSDT,archive_monthly
2021-02-10 13:00:00+00:00,1746.37,1756.1,1732.37,1750.93,65546.682,ETHUSDT,archive_monthly
2021-02-10 13:15:00+00:00,1750.93,1751.57,1725.2,1732.99,43154.566,ETHUSDT,archive_monthly
2021-02-10 13:30:00+00:00,1732.81,1749.5,1730.81,1747.02,31308.005,ETHUSDT,archive_monthly
2021-02-10 13:45:00+00:00,1747.02,1750.57,1738.5,1747.02,22883.799,ETHUSDT,archive_monthly
2021-02-10 14:00:00+00:00,1747.03,1764.99,1734.91,1761.16,49659.073,ETHUSDT,archive_monthly
2021-02-10 14:15:00+00:00,1761.17,1764.48,1725.0,1730.57,67778.623,ETHUSDT,archive_monthly
2021-02-10 14:30:00+00:00,1730.57,1742.1,1713.73,1734.5,86053.547,ETHUSDT,archive_monthly
2021-02-10 14:45:00+00:00,1734.5,1742.03,1720.29,1724.52,40439.492,ETHUSDT,archive_monthly
2021-02-10 15:00:00+00:00,1724.52,1728.54,1704.0,1722.93,76615.036,ETHUSDT,archive_monthly
2021-02-10 15:15:00+00:00,1722.84,1731.31,1702.0,1703.02,52813.885,ETHUSDT,archive_monthly
2021-02-10 15:30:00+00:00,1703.02,1716.19,1692.72,1694.03,78872.156,ETHUSDT,archive_monthly
2021-02-10 15:45:00+00:00,1694.05,1717.4,1680.0,1715.47,96421.896,ETHUSDT,archive_monthly
2021-02-10 16:00:00+00:00,1715.49,1729.0,1692.13,1725.77,85426.033,ETHUSDT,archive_monthly
2021-02-10 16:15:00+00:00,1725.8,1738.8,1719.8,1734.41,48193.219,ETHUSDT,archive_monthly
2021-02-10 16:30:00+00:00,1734.48,1735.88,1719.69,1731.24,52196.041,ETHUSDT,archive_monthly
2021-02-10 16:45:00+00:00,1731.25,1739.2,1725.0,1729.11,26662.626,ETHUSDT,archive_monthly
2021-02-10 17:00:00+00:00,1729.11,1734.75,1716.36,1725.22,29310.903,ETHUSDT,archive_monthly
2021-02-10 17:15:00+00:00,1725.4,1737.0,1722.5,1736.99,23836.929,ETHUSDT,archive_monthly
2021-02-10 17:30:00+00:00,1736.99,1751.64,1734.03,1745.35,34547.08,ETHUSDT,archive_monthly
2021-02-10 17:45:00+00:00,1745.34,1748.27,1738.46,1738.58,22023.762,ETHUSDT,archive_monthly
2021-02-10 18:00:00+00:00,1738.52,1742.77,1735.11,1735.65,18380.869,ETHUSDT,archive_monthly
2021-02-10 18:15:00+00:00,1735.66,1748.0,1729.1,1737.08,19831.652,ETHUSDT,archive_monthly
2021-02-10 18:30:00+00:00,1737.09,1739.87,1729.07,1730.77,19745.021,ETHUSDT,archive_monthly
2021-02-10 18:45:00+00:00,1730.58,1746.46,1730.26,1743.74,13625.715,ETHUSDT,archive_monthly
2021-02-10 19:00:00+00:00,1743.74,1749.5,1727.06,1733.68,26765.146,ETHUSDT,archive_monthly
2021-02-10 19:15:00+00:00,1733.97,1738.81,1721.21,1729.0,28375.755,ETHUSDT,archive_monthly
2021-02-10 19:30:00+00:00,1729.01,1749.31,1727.4,1747.21,25080.022,ETHUSDT,archive_monthly
2021-02-10 19:45:00+00:00,1746.95,1749.31,1741.78,1744.46,18526.03,ETHUSDT,archive_monthly
2021-02-10 20:00:00+00:00,1744.45,1746.94,1735.43,1738.8,13227.227,ETHUSDT,archive_monthly
2021-02-10 20:15:00+00:00,1738.8,1739.73,1728.03,1728.78,15755.458,ETHUSDT,archive_monthly
2021-02-10 20:30:00+00:00,1728.78,1730.87,1718.39,1718.85,16743.97,ETHUSDT,archive_monthly
2021-02-10 20:45:00+00:00,1718.89,1724.32,1707.56,1713.47,23946.885,ETHUSDT,archive_monthly
2021-02-10 21:00:00+00:00,1713.46,1724.31,1711.12,1717.53,31028.421,ETHUSDT,archive_monthly
2021-02-10 21:15:00+00:00,1717.54,1720.61,1706.51,1715.7,23531.203,ETHUSDT,archive_monthly
2021-02-10 21:30:00+00:00,1716.01,1724.67,1714.19,1722.33,17351.33,ETHUSDT,archive_monthly
2021-02-10 21:45:00+00:00,1722.3,1730.29,1721.52,1729.62,14069.599,ETHUSDT,archive_monthly
2021-02-10 22:00:00+00:00,1729.62,1737.91,1725.21,1736.94,11748.657,ETHUSDT,archive_monthly
2021-02-10 22:15:00+00:00,1736.93,1746.6,1734.9,1746.49,12552.485,ETHUSDT,archive_monthly
2021-02-10 22:30:00+00:00,1746.4,1750.0,1739.01,1748.29,14685.09,ETHUSDT,archive_monthly
2021-02-10 22:45:00+00:00,1748.28,1752.99,1741.81,1751.52,16355.882,ETHUSDT,archive_monthly
2021-02-10 23:00:00+00:00,1751.71,1752.47,1737.55,1750.57,21805.281,ETHUSDT,archive_monthly
2021-02-10 23:15:00+00:00,1750.56,1762.46,1741.53,1754.4,21985.007,ETHUSDT,archive_monthly
2021-02-10 23:30:00+00:00,1754.41,1760.78,1750.27,1752.25,20781.039,ETHUSDT,archive_monthly
2021-02-10 23:45:00+00:00,1752.24,1752.45,1741.78,1743.31,20874.836,ETHUSDT,archive_monthly
2021-02-11 00:00:00+00:00,1743.3,1752.58,1726.08,1726.58,40754.984,ETHUSDT,archive_monthly
2021-02-11 00:15:00+00:00,1726.59,1738.8,1725.7,1735.9,17831.324,ETHUSDT,archive_monthly
2021-02-11 00:30:00+00:00,1735.82,1744.7,1726.94,1730.0,17552.293,ETHUSDT,archive_monthly
2021-02-11 00:45:00+00:00,1730.0,1730.0,1710.0,1720.29,42257.562,ETHUSDT,archive_monthly
2021-02-11 01:00:00+00:00,1720.29,1724.94,1704.21,1710.48,34272.352,ETHUSDT,archive_monthly
2021-02-11 01:15:00+00:00,1710.49,1722.75,1704.38,1720.71,19264.51,ETHUSDT,archive_monthly
2021-02-11 01:30:00+00:00,1720.75,1723.82,1712.26,1718.65,13089.83,ETHUSDT,archive_monthly
2021-02-11 01:45:00+00:00,1718.65,1727.52,1709.17,1710.15,15181.693,ETHUSDT,archive_monthly
2021-02-11 02:00:00+00:00,1710.2,1726.89,1709.89,1723.16,19055.338,ETHUSDT,archive_monthly
2021-02-11 02:15:00+00:00,1723.05,1726.32,1717.47,1722.63,8485.084,ETHUSDT,archive_monthly
2021-02-11 02:30:00+00:00,1722.86,1728.57,1722.86,1726.28,5031.151,ETHUSDT,archive_monthly
2021-02-11 02:45:00+00:00,1726.28,1735.59,1725.69,1735.5,11653.558,ETHUSDT,archive_monthly
2021-02-11 03:00:00+00:00,1735.51,1743.58,1731.73,1739.17,12716.577,ETHUSDT,archive_monthly
2021-02-11 03:15:00+00:00,1739.17,1746.0,1737.67,1743.36,9691.058,ETHUSDT,archive_monthly
2021-02-11 03:30:00+00:00,1743.35,1744.25,1736.39,1737.79,11244.238,ETHUSDT,archive_monthly
2021-02-11 03:45:00+00:00,1737.79,1755.0,1737.66,1745.86,20624.036,ETHUSDT,archive_monthly
2021-02-11 04:00:00+00:00,1745.84,1751.04,1727.96,1735.24,36799.269,ETHUSDT,archive_monthly
2021-02-11 04:15:00+00:00,1735.28,1738.66,1724.02,1732.22,16827.987,ETHUSDT,archive_monthly
2021-02-11 04:30:00+00:00,1732.22,1732.46,1725.85,1727.83,9739.479,ETHUSDT,archive_monthly
2021-02-11 04:45:00+00:00,1727.83,1728.72,1722.0,1725.28,11529.321,ETHUSDT,archive_monthly
2021-02-11 05:00:00+00:00,1725.28,1732.0,1718.86,1726.3,25156.817,ETHUSDT,archive_monthly
2021-02-11 05:15:00+00:00,1726.3,1731.42,1721.24,1722.58,11745.469,ETHUSDT,archive_monthly
2021-02-11 05:30:00+00:00,1722.44,1729.33,1719.36,1727.94,12114.967,ETHUSDT,archive_monthly
2021-02-11 05:45:00+00:00,1727.93,1730.0,1719.0,1720.31,16660.164,ETHUSDT,archive_monthly
2021-02-11 06:00:00+00:00,1720.31,1731.0,1720.31,1729.09,16506.239,ETHUSDT,archive_monthly
2021-02-11 06:15:00+00:00,1729.09,1735.52,1727.58,1730.05,11275.064,ETHUSDT,archive_monthly
2021-02-11 06:30:00+00:00,1730.05,1735.0,1723.07,1729.0,13987.173,ETHUSDT,archive_monthly
2021-02-11 06:45:00+00:00,1729.0,1729.11,1725.45,1728.28,10042.934,ETHUSDT,archive_monthly
2021-02-11 07:00:00+00:00,1728.27,1747.0,1728.27,1742.13,32005.631,ETHUSDT,archive_monthly
2021-02-11 07:15:00+00:00,1742.12,1748.0,1739.07,1742.8,17839.99,ETHUSDT,archive_monthly
2021-02-11 07:30:00+00:00,1742.75,1750.19,1740.71,1741.99,18153.573,ETHUSDT,archive_monthly
2021-02-11 07:45:00+00:00,1742.0,1745.39,1733.76,1739.57,17435.718,ETHUSDT,archive_monthly
2021-02-11 08:00:00+00:00,1739.47,1747.13,1732.87,1733.39,21208.98,ETHUSDT,archive_monthly
2021-02-11 08:15:00+00:00,1733.5,1744.15,1733.11,1736.86,12999.483,ETHUSDT,archive_monthly
2021-02-11 08:30:00+00:00,1736.86,1754.5,1736.86,1753.74,24394.838,ETHUSDT,archive_monthly
2021-02-11 08:45:00+00:00,1753.75,1756.99,1748.95,1754.61,19542.498,ETHUSDT,archive_monthly
2021-02-11 09:00:00+00:00,1754.75,1758.1,1745.7,1748.22,23364.77,ETHUSDT,archive_monthly
2021-02-11 09:15:00+00:00,1748.22,1756.44,1748.22,1755.47,15043.412,ETHUSDT,archive_monthly
2021-02-11 09:30:00+00:00,1755.45,1764.38,1751.07,1757.47,26608.422,ETHUSDT,archive_monthly
2021-02-11 09:45:00+00:00,1757.31,1771.83,1757.31,1768.61,32966.612,ETHUSDT,archive_monthly
2021-02-11 10:00:00+00:00,1768.61,1774.21,1764.24,1764.79,24951.299,ETHUSDT,archive_monthly
2021-02-11 10:15:00+00:00,1764.71,1777.0,1764.58,1775.94,27014.429,ETHUSDT,archive_monthly
2021-02-11 10:30:00+00:00,1775.9,1790.0,1772.17,1785.56,39663.725,ETHUSDT,archive_monthly
2021-02-11 10:45:00+00:00,1785.55,1792.09,1783.12,1787.95,25002.152,ETHUSDT,archive_monthly
2021-02-11 11:00:00+00:00,1787.95,1791.39,1777.0,1784.39,33809.972,ETHUSDT,archive_monthly
2021-02-11 11:15:00+00:00,1784.44,1791.23,1778.66,1784.85,19471.586,ETHUSDT,archive_monthly
2021-02-11 11:30:00+00:00,1784.84,1785.82,1773.01,1777.45,27433.341,ETHUSDT,archive_monthly
